Date,Open,High,Low,Close,Adj Close,Volume,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,
2024-08-08,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,212.3170623779297,47161100,AAPL
2024-08-09,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,215.23342895507812,42201600,AAPL
2024-08-12,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,216.76803588867188,38028100,AAPL
2024-08-13,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,220.49493408203125,44155300,AAPL
2024-08-14,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,220.943359375,41960600,AAPL
2024-08-15,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,223.93284606933594,46414000,AAPL
2024-08-16,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,225.25819396972656,44340200,AAPL
2024-08-19,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,225.0987548828125,40687800,AAPL
2024-08-20,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,225.71656799316406,30299000,AAPL
2024-08-21,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,225.60696411132812,34765500,AAPL
2024-08-22,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,223.74351501464844,43695300,AAPL
2024-08-23,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,226.04541015625,38677300,AAPL
2024-08-26,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,226.3842315673828,30602200,AAPL
2024-08-27,226.0,228.85000610351562,224.88999938964844,228.02999877929688,227.2312469482422,35934600,AAPL
2024-08-28,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,225.69664001464844,38052200,AAPL
2024-08-29,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,228.98507690429688,51906300,AAPL
2024-08-30,230.19000244140625,230.39999389648438,227.47999572753906,229.0,228.19786071777344,52990800,AAPL
2024-09-03,228.5500030517578,229.0,221.1699981689453,222.77000427246094,221.9896697998047,50190600,AAPL
2024-09-04,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,220.076416015625,43840200,AAPL
2024-09-05,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,221.60104370117188,36615400,AAPL
2024-09-06,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,220.0465087890625,48423000,AAPL
2024-09-09,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,220.13619995117188,67180000,AAPL
2024-09-10,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,219.3389892578125,51591000,AAPL
2024-09-11,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,221.88006591796875,44587100,AAPL
2024-09-12,222.5,223.5500030517578,219.82000732421875,222.77000427246094,221.9896697998047,37455600,AAPL
2024-09-13,223.5800018310547,224.0399932861328,221.91000366210938,222.5,221.7206268310547,36766600,AAPL
2024-09-16,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,215.56228637695312,59357400,AAPL
2024-09-17,215.75,216.89999389648438,214.5,216.7899932861328,216.03062438964844,45519300,AAPL
2024-09-18,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,219.91696166992188,59894900,AAPL
2024-09-19,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,228.06829833984375,66781300,AAPL
2024-09-20,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,227.40065002441406,318679900,AAPL
2024-09-23,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,225.67672729492188,54146000,AAPL
2024-09-24,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,226.5735626220703,43556100,AAPL
2024-09-25,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,225.57705688476562,42308700,AAPL
2024-09-26,227.3000030517578,228.5,225.41000366210938,227.52000427246094,226.72303771972656,36636700,AAPL
2024-09-27,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,226.99209594726562,34026000,AAPL
2024-09-30,230.0399932861328,233.0,229.64999389648438,233.0,232.18385314941406,54541900,AAPL
2024-10-01,229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,225.41763305664062,63285000,AAPL
2024-10-02,225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,225.98562622070312,32880600,AAPL
2024-10-03,225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,224.87950134277344,34044200,AAPL
2024-10-04,227.89999389648438,228.0,224.1300048828125,226.8000030517578,226.0055694580078,37245100,AAPL
2024-10-07,224.5,225.69000244140625,221.3300018310547,221.69000244140625,220.91346740722656,39505400,AAPL
2024-10-08,224.3000030517578,225.97999572753906,223.25,225.77000427246094,224.9791717529297,31855700,AAPL
2024-10-09,225.22999572753906,229.75,224.8300018310547,229.5399932861328,228.7359619140625,33591100,AAPL
2024-10-10,227.77999877929688,229.5,227.1699981689453,229.0399932861328,228.2377166748047,28183500,AAPL
2024-10-11,229.3000030517578,229.41000366210938,227.33999633789062,227.5500030517578,226.7529296875,31759200,AAPL
2024-10-14,228.6999969482422,231.72999572753906,228.60000610351562,231.3000030517578,230.48980712890625,39882100,AAPL
2024-10-15,233.61000061035156,237.49000549316406,232.3699951171875,233.85000610351562,233.03086853027344,64751400,AAPL
2024-10-16,231.60000610351562,232.1199951171875,229.83999633789062,231.77999877929688,230.96810913085938,34082200,AAPL
2024-10-17,233.42999267578125,233.85000610351562,230.52000427246094,232.14999389648438,231.33682250976562,32993800,AAPL
2024-10-18,236.17999267578125,236.17999267578125,234.00999450683594,235.0,234.1768341064453,46431500,AAPL
2024-10-21,234.4499969482422,236.85000610351562,234.4499969482422,236.47999572753906,235.6516571044922,36254500,AAPL
2024-10-22,233.88999938964844,236.22000122070312,232.60000610351562,235.86000061035156,235.03382873535156,38846600,AAPL
2024-10-23,234.0800018310547,235.13999938964844,227.75999450683594,230.75999450683594,229.95169067382812,52287000,AAPL
2024-10-24,229.97999572753906,230.82000732421875,228.41000366210938,230.57000732421875,229.76235961914062,31109500,AAPL
2024-10-25,229.74000549316406,233.22000122070312,229.57000732421875,231.41000366210938,230.5994110107422,38802300,AAPL
2024-10-28,233.32000732421875,234.72999572753906,232.5500030517578,233.39999389648438,232.5824432373047,36087100,AAPL
2024-10-29,233.10000610351562,234.3300018310547,232.32000732421875,233.6699981689453,232.85150146484375,35417200,AAPL
2024-10-30,232.61000061035156,233.47000122070312,229.5500030517578,230.10000610351562,229.29400634765625,47070900,AAPL
2024-10-31,229.33999633789062,229.8300018310547,225.3699951171875,225.91000366210938,225.11868286132812,64370100,AAPL
2024-11-01,220.97000122070312,225.35000610351562,220.27000427246094,222.91000366210938,222.12918090820312,65276700,AAPL
2024-11-04,220.99000549316406,222.7899932861328,219.7100067138672,222.00999450683594,221.23233032226562,44944500,AAPL
2024-11-05,221.8000030517578,223.9499969482422,221.13999938964844,223.4499969482422,222.66729736328125,28111300,AAPL
2024-11-06,222.61000061035156,226.07000732421875,221.19000244140625,222.72000122070312,221.93984985351562,54561100,AAPL
2024-11-07,224.6300048828125,227.8800048828125,224.57000732421875,227.47999572753906,226.68316650390625,42137700,AAPL
2024-11-08,227.1699981689453,228.66000366210938,226.41000366210938,226.9600067138672,226.41383361816406,38328800,AAPL
2024-11-11,225.0,225.6999969482422,221.5,224.22999572753906,223.69039916992188,42005600,AAPL
2024-11-12,224.5500030517578,225.58999633789062,223.36000061035156,224.22999572753906,223.69039916992188,40398300,AAPL
2024-11-13,224.00999450683594,226.64999389648438,222.75999450683594,225.1199951171875,224.5782470703125,48566200,AAPL
2024-11-14,225.02000427246094,228.8699951171875,225.0,228.22000122070312,227.67079162597656,44923900,AAPL
2024-11-15,226.39999389648438,226.9199981689453,224.27000427246094,225.0,224.4585418701172,47923700,AAPL
2024-11-18,225.25,229.74000549316406,225.1699981689453,228.02000427246094,227.4712677001953,44633700,AAPL
2024-11-19,226.97999572753906,230.16000366210938,226.66000366210938,228.27999877929688,227.73065185546875,36211800,AAPL
2024-11-20,228.05999755859375,229.92999267578125,225.88999938964844,229.0,228.44891357421875,35169600,AAPL
2024-11-21,228.8800048828125,230.16000366210938,225.7100067138672,228.52000427246094,227.97007751464844,42108300,AAPL
2024-11-22,228.05999755859375,230.72000122070312,228.05999755859375,229.8699951171875,229.3168182373047,38168300,AAPL
2024-11-25,231.4600067138672,233.25,229.74000549316406,232.8699951171875,232.30960083007812,90152800,AAPL
2024-11-26,233.3300018310547,235.57000732421875,233.3300018310547,235.05999755859375,234.49432373046875,45986200,AAPL
2024-11-27,234.47000122070312,235.69000244140625,233.80999755859375,234.92999267578125,234.36463928222656,33498400,AAPL
2024-11-29,234.80999755859375,237.80999755859375,233.97000122070312,237.3300018310547,236.7588653564453,28481400,AAPL
2024-12-02,237.27000427246094,240.7899932861328,237.16000366210938,239.58999633789062,239.013427734375,48137100,AAPL
2024-12-03,239.80999755859375,242.75999450683594,238.89999389648438,242.64999389648438,242.06607055664062,38861000,AAPL
2024-12-04,242.8699951171875,244.11000061035156,241.25,243.00999450683594,242.42520141601562,44383900,AAPL
2024-12-05,243.99000549316406,244.5399932861328,242.1300048828125,243.0399932861328,242.4551239013672,40033900,AAPL
2024-12-06,242.91000366210938,244.6300048828125,242.0800018310547,242.83999633789062,242.25559997558594,36870600,AAPL
2024-12-09,241.8300018310547,247.24000549316406,241.75,246.75,246.1562042236328,44649200,AAPL
2024-12-10,246.88999938964844,248.2100067138672,245.33999633789062,247.77000427246094,247.1737518310547,36914800,AAPL
2024-12-11,247.9600067138672,250.8000030517578,246.25999450683594,246.49000549316406,245.89683532714844,45205800,AAPL
2024-12-12,246.88999938964844,248.74000549316406,245.67999267578125,247.9600067138672,247.36329650878906,32777500,AAPL
2024-12-13,247.82000732421875,249.2899932861328,246.24000549316406,248.1300048828125,247.5328826904297,33155300,AAPL
2024-12-16,247.99000549316406,251.3800048828125,247.64999389648438,251.0399932861328,250.43588256835938,51694800,AAPL
2024-12-17,250.0800018310547,253.8300018310547,249.77999877929688,253.47999572753906,252.8699951171875,51356400,AAPL
2024-12-18,252.16000366210938,254.27999877929688,247.74000549316406,248.0500030517578,247.4530792236328,56774100,AAPL
2024-12-19,247.5,252.0,247.08999633789062,249.7899932861328,249.1888885498047,60882300,AAPL
2024-12-20,248.0399932861328,255.0,245.69000244140625,254.49000549316406,253.87759399414062,147495300,AAPL
2024-12-23,254.77000427246094,255.64999389648438,253.4499969482422,255.27000427246094,254.6557159423828,40858800,AAPL
2024-12-24,255.49000549316406,258.2099914550781,255.2899932861328,258.20001220703125,257.57867431640625,23234700,AAPL
2024-12-26,258.19000244140625,260.1000061035156,257.6300048828125,259.0199890136719,258.39666748046875,27237100,AAPL
2024-12-27,257.8299865722656,258.70001220703125,253.05999755859375,255.58999633789062,254.9749298095703,42355300,AAPL
2024-12-30,252.22999572753906,253.5,250.75,252.1999969482422,251.59307861328125,35557500,AAPL
2024-12-31,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,249.81736755371094,39480700,AAPL
2025-01-02,248.92999267578125,249.10000610351562,241.82000732421875,243.85000610351562,243.26319885253906,55740700,AAPL
2025-01-03,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,242.7743682861328,40244100,AAPL
2025-01-06,244.30999755859375,247.3300018310547,243.1999969482422,245.0,244.41041564941406,45045600,AAPL
2025-01-07,242.97999572753906,245.5500030517578,241.35000610351562,242.2100067138672,241.62713623046875,40856000,AAPL
2025-01-08,241.9199981689453,243.7100067138672,240.0500030517578,242.6999969482422,242.11595153808594,37628900,AAPL
2025-01-10,240.00999450683594,240.16000366210938,233.0,236.85000610351562,236.28004455566406,61710900,AAPL
2025-01-13,233.52999877929688,234.6699981689453,229.72000122070312,234.39999389648438,233.83592224121094,49630700,AAPL
2025-01-14,234.75,236.1199951171875,232.47000122070312,233.27999877929688,232.71861267089844,39435300,AAPL
2025-01-15,234.63999938964844,238.9600067138672,234.42999267578125,237.8699951171875,237.2975616455078,39832000,AAPL
2025-01-16,237.35000610351562,238.00999450683594,228.02999877929688,228.25999450683594,227.710693359375,71759100,AAPL
2025-01-17,232.1199951171875,232.2899932861328,228.47999572753906,229.97999572753906,229.4265594482422,68488300,AAPL
2025-01-21,224.0,224.4199981689453,219.3800048828125,222.63999938964844,222.10421752929688,98070400,AAPL
2025-01-22,219.7899932861328,224.1199951171875,219.7899932861328,223.8300018310547,223.29136657714844,64126500,AAPL
2025-01-23,224.74000549316406,227.02999877929688,222.3000030517578,223.66000366210938,223.1217803955078,60234800,AAPL
2025-01-24,224.77999877929688,225.6300048828125,221.41000366210938,222.77999877929688,222.24388122558594,54697900,AAPL
2025-01-27,224.02000427246094,232.14999389648438,223.97999572753906,229.86000061035156,229.30685424804688,94863400,AAPL
2025-01-28,230.85000610351562,240.19000244140625,230.80999755859375,238.25999450683594,237.68663024902344,75707600,AAPL
2025-01-29,234.1199951171875,239.86000061035156,234.00999450683594,239.36000061035156,238.7839813232422,45486100,AAPL
2025-01-30,238.6699981689453,240.7899932861328,237.2100067138672,237.58999633789062,237.0182342529297,55658300,AAPL
2025-01-31,247.19000244140625,247.19000244140625,233.44000244140625,236.0,235.4320831298828,100959800,AAPL
2025-02-03,229.99000549316406,231.8300018310547,225.6999969482422,228.00999450683594,227.46128845214844,73063300,AAPL
2025-02-04,227.25,233.1300048828125,226.64999389648438,232.8000030517578,232.23977661132812,45067300,AAPL
2025-02-05,228.52999877929688,232.6699981689453,228.27000427246094,232.47000122070312,231.91058349609375,39620300,AAPL
2025-02-06,231.2899932861328,233.8000030517578,230.42999267578125,233.22000122070312,232.6587677001953,29925300,AAPL
2025-02-07,232.60000610351562,234.0,227.25999450683594,227.6300048828125,227.08221435546875,39707200,AAPL
2025-02-10,229.57000732421875,230.58999633789062,227.1999969482422,227.64999389648438,227.3518524169922,33115600,AAPL
2025-02-11,228.1999969482422,235.22999572753906,228.1300048828125,232.6199951171875,232.3153533935547,53718400,AAPL
2025-02-12,231.1999969482422,236.9600067138672,230.67999267578125,236.8699951171875,236.55978393554688,45243300,AAPL
2025-02-13,236.91000366210938,242.33999633789062,235.57000732421875,241.52999877929688,241.21368408203125,53614100,AAPL
2025-02-14,241.25,245.5500030517578,240.99000549316406,244.60000610351562,244.2796630859375,40896200,AAPL
2025-02-18,244.14999389648438,245.17999267578125,241.83999633789062,244.47000122070312,244.14984130859375,48822500,AAPL
2025-02-19,244.66000366210938,246.00999450683594,243.16000366210938,244.8699951171875,244.54930114746094,32204200,AAPL
2025-02-20,244.94000244140625,246.77999877929688,244.2899932861328,245.8300018310547,245.508056640625,32316900,AAPL
2025-02-21,245.9499969482422,248.69000244140625,245.22000122070312,245.5500030517578,245.22842407226562,53197400,AAPL
2025-02-24,244.92999267578125,248.86000061035156,244.4199981689453,247.10000610351562,246.77639770507812,51326400,AAPL
2025-02-25,248.0,250.0,244.91000366210938,247.0399932861328,246.71646118164062,48013300,AAPL
2025-02-26,244.3300018310547,244.97999572753906,239.1300048828125,240.36000061035156,240.0452117919922,44433600,AAPL
2025-02-27,239.41000366210938,242.4600067138672,237.05999755859375,237.3000030517578,236.98922729492188,41153600,AAPL
2025-02-28,236.9499969482422,242.08999633789062,230.1999969482422,241.83999633789062,241.5232696533203,56833400,AAPL
2025-03-03,241.7899932861328,244.02999877929688,236.11000061035156,238.02999877929688,237.71826171875,47184000,AAPL
2025-03-04,237.7100067138672,240.07000732421875,234.67999267578125,235.92999267578125,235.6210174560547,53798100,AAPL
2025-03-05,235.4199981689453,236.5500030517578,229.22999572753906,235.74000549316406,235.4312744140625,47227600,AAPL
2025-03-06,234.44000244140625,237.86000061035156,233.16000366210938,235.3300018310547,235.0218048095703,45170400,AAPL
2025-03-07,235.11000061035156,241.3699951171875,234.75999450683594,239.07000732421875,238.7569122314453,46273600,AAPL
2025-03-10,235.5399932861328,236.16000366210938,224.22000122070312,227.47999572753906,227.1820831298828,72071200,AAPL
2025-03-11,223.80999755859375,225.83999633789062,217.4499969482422,220.83999633789062,220.55078125,76137400,AAPL
2025-03-12,220.13999938964844,221.75,214.91000366210938,216.97999572753906,216.69583129882812,62547500,AAPL
2025-03-13,215.9499969482422,216.83999633789062,208.4199981689453,209.67999267578125,209.4053955078125,61368300,AAPL
2025-03-14,211.25,213.9499969482422,209.5800018310547,213.49000549316406,213.21041870117188,60107600,AAPL
2025-03-17,213.30999755859375,215.22000122070312,209.97000122070312,214.0,213.71974182128906,48073400,AAPL
2025-03-18,214.16000366210938,215.14999389648438,211.49000549316406,212.69000244140625,212.4114532470703,42432400,AAPL
2025-03-19,214.22000122070312,218.75999450683594,213.75,215.24000549316406,214.95811462402344,54385400,AAPL
2025-03-20,213.99000549316406,217.49000549316406,212.22000122070312,214.10000610351562,213.81961059570312,48862900,AAPL
2025-03-21,211.55999755859375,218.83999633789062,211.27999877929688,218.27000427246094,217.98414611816406,94127800,AAPL
2025-03-24,221.0,221.47999572753906,218.5800018310547,220.72999572753906,220.44091796875,44299500,AAPL
2025-03-25,220.77000427246094,224.10000610351562,220.0800018310547,223.75,223.45697021484375,34493600,AAPL
2025-03-26,223.50999450683594,225.02000427246094,220.47000122070312,221.52999877929688,221.2398681640625,34466100,AAPL
2025-03-27,221.38999938964844,224.99000549316406,220.55999755859375,223.85000610351562,223.5568389892578,37094800,AAPL
2025-03-28,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,217.6146240234375,39818600,AAPL
2025-03-31,217.00999450683594,225.6199951171875,216.22999572753906,222.1300048828125,221.83909606933594,65299300,AAPL
2025-04-01,219.80999755859375,223.67999267578125,218.89999389648438,223.19000244140625,222.897705078125,36412700,AAPL
2025-04-02,221.32000732421875,225.19000244140625,221.02000427246094,223.88999938964844,223.59678649902344,35905900,AAPL
2025-04-03,205.5399932861328,207.49000549316406,201.25,203.19000244140625,202.9239044189453,103419000,AAPL
2025-04-04,193.88999938964844,199.8800048828125,187.33999633789062,188.3800048828125,188.13330078125,125910900,AAPL
2025-04-07,177.1999969482422,194.14999389648438,174.6199951171875,181.4600067138672,181.2223663330078,160466300,AAPL
2025-04-08,186.6999969482422,190.33999633789062,169.2100067138672,172.4199981689453,172.19419860839844,120859500,AAPL
2025-04-09,171.9499969482422,200.61000061035156,171.88999938964844,198.85000610351562,198.58958435058594,184395900,AAPL
2025-04-10,189.07000732421875,194.77999877929688,183.0,190.4199981689453,190.17062377929688,121880000,AAPL
2025-04-11,186.10000610351562,199.5399932861328,186.05999755859375,198.14999389648438,197.89048767089844,87435900,AAPL
2025-04-14,211.44000244140625,212.94000244140625,201.16000366210938,202.52000427246094,202.25477600097656,101352900,AAPL
2025-04-15,201.86000061035156,203.50999450683594,199.8000030517578,202.13999938964844,201.87527465820312,51343900,AAPL
2025-04-16,198.36000061035156,200.6999969482422,192.3699951171875,194.27000427246094,194.0155792236328,59732400,AAPL
2025-04-17,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753906,196.72203063964844,52164700,AAPL
2025-04-21,193.27000427246094,193.8000030517578,189.80999755859375,193.16000366210938,192.9070281982422,46742500,AAPL
2025-04-22,196.1199951171875,201.58999633789062,195.97000122070312,199.74000549316406,199.47842407226562,52976400,AAPL
2025-04-23,206.0,208.0,202.8000030517578,204.60000610351562,204.33206176757812,52929200,AAPL
2025-04-24,204.88999938964844,208.8300018310547,202.94000244140625,208.3699951171875,208.09710693359375,47311000,AAPL
2025-04-25,206.3699951171875,209.75,206.1999969482422,209.27999877929688,209.00592041015625,38222300,AAPL
2025-04-28,210.0,211.5,207.4600067138672,210.13999938964844,209.8647918701172,38743100,AAPL
2025-04-29,208.69000244140625,212.24000549316406,208.3699951171875,211.2100067138672,210.9333953857422,36827600,AAPL
2025-04-30,209.3000030517578,213.5800018310547,206.6699981689453,212.5,212.22171020507812,52286500,AAPL
2025-05-01,209.0800018310547,214.55999755859375,208.89999389648438,213.32000732421875,213.04063415527344,57365700,AAPL
2025-05-02,206.08999633789062,206.99000549316406,202.16000366210938,205.35000610351562,205.08106994628906,101010600,AAPL
2025-05-05,203.10000610351562,204.10000610351562,198.2100067138672,198.88999938964844,198.62953186035156,69018500,AAPL
2025-05-06,198.2100067138672,200.64999389648438,197.02000427246094,198.50999450683594,198.25001525878906,51216500,AAPL
2025-05-07,199.1699981689453,199.44000244140625,193.25,196.25,195.99298095703125,68536700,AAPL
2025-05-08,197.72000122070312,200.0500030517578,194.67999267578125,197.49000549316406,197.2313690185547,50478900,AAPL
2025-05-09,199.0,200.5399932861328,197.5399932861328,198.52999877929688,198.27000427246094,36453900,AAPL
2025-05-12,210.97000122070312,211.27000427246094,206.75,210.7899932861328,210.7899932861328,63775800,AAPL
2025-05-13,210.42999267578125,213.39999389648438,209.0,212.92999267578125,212.92999267578125,51909300,AAPL
2025-05-14,212.42999267578125,213.94000244140625,210.5800018310547,212.3300018310547,212.3300018310547,49325800,AAPL
2025-05-15,210.9499969482422,212.9600067138672,209.5399932861328,211.4499969482422,211.4499969482422,45029500,AAPL
2025-05-16,212.36000061035156,212.57000732421875,209.77000427246094,211.25999450683594,211.25999450683594,54737900,AAPL
2025-05-19,207.91000366210938,209.47999572753906,204.25999450683594,208.77999877929688,208.77999877929688,46140500,AAPL
2025-05-20,207.6699981689453,208.47000122070312,205.02999877929688,206.86000061035156,206.86000061035156,42496600,AAPL
2025-05-21,205.1699981689453,207.0399932861328,200.7100067138672,202.08999633789062,202.08999633789062,59211800,AAPL
2025-05-22,200.7100067138672,202.75,199.6999969482422,201.36000061035156,201.36000061035156,46742400,AAPL
2025-05-23,193.6699981689453,197.6999969482422,193.4600067138672,195.27000427246094,195.27000427246094,78432900,AAPL
2025-05-27,198.3000030517578,200.74000549316406,197.42999267578125,200.2100067138672,200.2100067138672,56288500,AAPL
2025-05-28,200.58999633789062,202.72999572753906,199.89999389648438,200.4199981689453,200.4199981689453,45339700,AAPL
2025-05-29,203.5800018310547,203.80999755859375,198.50999450683594,199.9499969482422,199.9499969482422,51396800,AAPL
2025-05-30,199.3699951171875,201.9600067138672,196.77999877929688,200.85000610351562,200.85000610351562,70819900,AAPL
2025-06-02,200.27999877929688,202.1300048828125,200.1199951171875,201.6999969482422,201.6999969482422,35423300,AAPL
2025-06-03,201.35000610351562,203.77000427246094,200.9600067138672,203.27000427246094,203.27000427246094,46381600,AAPL
2025-06-04,202.91000366210938,206.24000549316406,202.10000610351562,202.82000732421875,202.82000732421875,43604000,AAPL
2025-06-05,203.5,204.75,200.14999389648438,200.6300048828125,200.6300048828125,55126100,AAPL
2025-06-06,203.0,205.6999969482422,202.0500030517578,203.9199981689453,203.9199981689453,46607700,AAPL
2025-06-09,204.38999938964844,206.0,200.02000427246094,201.4499969482422,201.4499969482422,72862600,AAPL
2025-06-10,200.60000610351562,204.35000610351562,200.57000732421875,202.6699981689453,202.6699981689453,54672600,AAPL
2025-06-11,203.5,204.5,198.41000366210938,198.77999877929688,198.77999877929688,60989900,AAPL
2025-06-12,199.0800018310547,199.67999267578125,197.36000061035156,199.1999969482422,199.1999969482422,43904600,AAPL
2025-06-13,199.72999572753906,200.3699951171875,195.6999969482422,196.4499969482422,196.4499969482422,51447300,AAPL
2025-06-16,197.3000030517578,198.69000244140625,196.55999755859375,198.4199981689453,198.4199981689453,43020700,AAPL
2025-06-17,197.1999969482422,198.38999938964844,195.2100067138672,195.63999938964844,195.63999938964844,38856200,AAPL
2025-06-18,195.94000244140625,197.57000732421875,195.07000732421875,196.5800018310547,196.5800018310547,45394700,AAPL
2025-06-20,198.24000549316406,201.6999969482422,196.86000061035156,201.0,201.0,96813500,AAPL
2025-06-23,201.6300048828125,202.3000030517578,198.9600067138672,201.5,201.5,55814300,AAPL
2025-06-24,202.58999633789062,203.44000244140625,200.1999969482422,200.3000030517578,200.3000030517578,54064000,AAPL
2025-06-25,201.4499969482422,203.6699981689453,200.6199951171875,201.55999755859375,201.55999755859375,39525700,AAPL
2025-06-26,201.42999267578125,202.63999938964844,199.4600067138672,201.0,201.0,50799100,AAPL
2025-06-27,201.88999938964844,203.22000122070312,200.0,201.0800018310547,201.0800018310547,73188600,AAPL
2025-06-30,202.00999450683594,207.38999938964844,199.25999450683594,205.1699981689453,205.1699981689453,91912800,AAPL
2025-07-01,206.6699981689453,210.19000244140625,206.13999938964844,207.82000732421875,207.82000732421875,78788900,AAPL
2025-07-02,208.91000366210938,213.33999633789062,208.13999938964844,212.44000244140625,212.44000244140625,67941800,AAPL
2025-07-03,212.14999389648438,214.64999389648438,211.80999755859375,213.5500030517578,213.5500030517578,34955800,AAPL
2025-07-07,212.67999267578125,216.22999572753906,208.8000030517578,209.9499969482422,209.9499969482422,50229000,AAPL
2025-07-08,210.10000610351562,211.42999267578125,208.4499969482422,210.00999450683594,210.00999450683594,42848900,AAPL
2025-07-09,209.52999877929688,211.3300018310547,207.22000122070312,211.13999938964844,211.13999938964844,48749400,AAPL
2025-07-10,210.50999450683594,213.47999572753906,210.02999877929688,212.41000366210938,212.41000366210938,44443600,AAPL
2025-07-11,210.57000732421875,212.1300048828125,209.86000061035156,211.16000366210938,211.16000366210938,39765800,AAPL
2025-07-14,209.92999267578125,210.91000366210938,207.5399932861328,208.6199951171875,208.6199951171875,38840100,AAPL
2025-07-15,209.22000122070312,211.88999938964844,208.9199981689453,209.11000061035156,209.11000061035156,42296300,AAPL
2025-07-16,210.3000030517578,212.39999389648438,208.63999938964844,210.16000366210938,210.16000366210938,47490500,AAPL
2025-07-17,210.57000732421875,211.8000030517578,209.58999633789062,210.02000427246094,210.02000427246094,48068100,AAPL
2025-07-18,210.8699951171875,211.7899932861328,209.6999969482422,211.17999267578125,211.17999267578125,48974600,AAPL
2025-07-21,212.10000610351562,215.77999877929688,211.6300048828125,212.47999572753906,212.47999572753906,51377400,AAPL
2025-07-22,213.13999938964844,214.9499969482422,212.22999572753906,214.39999389648438,214.39999389648438,46404100,AAPL
2025-07-23,215.0,215.14999389648438,212.41000366210938,214.14999389648438,214.14999389648438,46989300,AAPL
2025-07-24,213.89999389648438,215.69000244140625,213.52999877929688,213.75999450683594,213.75999450683594,46022600,AAPL
2025-07-25,214.6999969482422,215.24000549316406,213.39999389648438,213.8800048828125,213.8800048828125,40268800,AAPL
2025-07-28,214.02999877929688,214.85000610351562,213.05999755859375,214.0500030517578,214.0500030517578,37858000,AAPL
2025-07-29,214.17999267578125,214.80999755859375,210.82000732421875,211.27000427246094,211.27000427246094,51411700,AAPL
2025-07-30,211.89999389648438,212.38999938964844,207.72000122070312,209.0500030517578,209.0500030517578,43797200,AAPL
